Original_BBL,2021_bbl,facility_type,environmental_concern,facility_feature,map_year,created_date,image_id,comments_string
3081180053,3081180053,Residential,Not Reported,Residential/dwelling,1980,12/14/2009,75682,No Additional Comments
3081180053,3081180053,Unknown,Not Reported,No Features Visible,1907,12/14/2009,75676,No Additional Comments
3081180053,3081180053,Residential,Not Reported,Residential/dwelling,1928,12/14/2009,75677,No Additional Comments
3081180053,3081180053,Residential,Not Reported,Residential/dwelling,1977,12/14/2009,75681,No Additional Comments
3081180053,3081180053,Residential,Not Reported,Residential/dwelling,1950,12/14/2009,75678,No Additional Comments
3014650029,3014650029,Unknown,Not Reported,No Features Visible,1888,12/12/2009,29847,No Additional Comments
3014650029,3014650029,Other (input),Not Reported,Not reported,1908,12/12/2009,29848,Wagon shed
3014650029,3014650029,Unknown,Tank,Gasoline Tank,1932,12/12/2009,29849,One gasoline tank.  No other features visible.
3014650029,3014650029,Unknown,Tank,Gasoline Tank,1951,12/12/2009,29850,One gasoline tank.  No other features visible.
3014650029,3014650029,Unknown,Tank,Gasoline Tank,1963,12/12/2009,29851,One gasoline tank.  No other features visible.
3014650029,3014650029,Unknown,Tank,Gasoline Tank,1965,12/12/2009,29852,One gasoline tank.  No other features visible.
3014650029,3014650029,Unknown,Tank,Gasoline Tank,1980,12/12/2009,29853,One gasoline tank.  No other features visible.
4026310008,4026310008,Residential,Not Reported,Residential/dwelling,1936,12/30/2009,44770,No Additional Comments
4026310008,4026310008,Residential,Not Reported,Residential/dwelling,1980,12/30/2009,44773,Storage
4026310008,4026310008,Residential,Not Reported,Residential/dwelling,1982,12/30/2009,44774,No Additional Comments
4026310008,4026310008,Residential,Not Reported,Residential/dwelling,1902,12/30/2009,44768,No Additional Comments
4026310008,4026310008,Residential,Not Reported,Residential/dwelling,1914,12/30/2009,44769,No Additional Comments
4026310008,4026310008,Residential,Not Reported,Residential/dwelling,1971,12/30/2009,44772,Storage
4026310008,4026310008,Residential,Not Reported,Residential/dwelling,1950,12/30/2009,44771,No Additional Comments
2025850018,2025850018,Other (input),Not Reported,Other,1946,01/24/2010,37614,Multiple auto houses associated with commercial warehouse.
2025850018,2025850018,Unknown,Not Reported,No Features Visible,1980,01/07/2010,37617,No Additional Comments
2025850018,2025850018,Unknown,Not Reported,No Features Visible,1969,01/07/2010,37616,No Additional Comments
2025850018,2025850018,Other (input),Not Reported,Other,1951,01/24/2010,37615,Multiple auto houses associated with commercial warehouse.
2025850018,2025850018,Unknown,Not Reported,No Features Visible,1891,01/07/2010,37611,No Additional Comments
2025850018,2025850018,Other (input),Not Reported,Other,1935,01/24/2010,37613,Multiple auto houses associated with commercial warehouse.
2025850018,2025850018,Unknown,Not Reported,No Features Visible,1908,01/07/2010,37612,No Additional Comments
3014600063,3014600063,Residential,Not Reported,Residential/dwelling,1951,12/12/2009,29815,No Additional Comments
3014600063,3014600063,Residential,Not Reported,Residential/dwelling,1908,12/12/2009,29813,No Additional Comments
3014600063,3014600063,Residential,Not Reported,Residential/dwelling,1932,12/12/2009,29814,No Additional Comments
3014600063,3014600063,Residential,Not Reported,Residential/dwelling,1963,12/12/2009,29816,No Additional Comments
3014600063,3014600063,Residential,Not Reported,Residential/dwelling,1965,12/12/2009,29817,No Additional Comments
3014600063,3014600063,Residential,Not Reported,Residential/dwelling,1888,01/17/2010,29812,No Additional Comments
3014600063,3014600063,Unknown,Not Reported,No Features Visible,1980,12/12/2009,29818,No Additional Comments
4025990091,4025990091,Unknown,Not Reported,No Features Visible,1982,02/25/2010,44690,No Additional Comments
4025990091,4025990091,Other (input),Not Reported,Other,1902,02/25/2010,44684,Detached garage. Portion of parcel has no features visible.
4025990091,4025990091,Residential,Not Reported,Residential/dwelling,1914,02/25/2010,44685,Residential building with associated detached unmarked building.
4025990091,4025990091,Residential,Not Reported,Residential/dwelling,1936,02/25/2010,44686,Residential building with associated detached unmarked building and garage.
4025990091,4025990091,Residential,Not Reported,Residential/dwelling,1950,02/25/2010,44687,Residential building with associated detached unmarked building and garage.
4025990091,4025990091,Unknown,Not Reported,No Features Visible,1971,02/25/2010,44688,No Additional Comments
4025990091,4025990091,Unknown,Not Reported,No Features Visible,1980,02/25/2010,44689,No Additional Comments
3079460047,3079460047,Other (input),Not Reported,Other,1907,12/14/2009,75571,Part of parcel lies in roadway
3079460047,3079460047,Residential,Not Reported,Residential/dwelling,1928,12/14/2009,75572,No Additional Comments
3079460047,3079460047,Residential,Not Reported,Residential/dwelling,1950,12/14/2009,75573,No Additional Comments
3079460047,3079460047,Residential,Not Reported,Residential/dwelling,1969,12/14/2009,75575,No Additional Comments
3079460047,3079460047,Transportation,Not Reported,Parking,1977,12/14/2009,75576,No Additional Comments
3079460047,3079460047,Residential,Not Reported,Residential/dwelling,1980,12/14/2009,75577,No Additional Comments
3079460047,3079460047,Residential,Not Reported,Residential/dwelling,1977,12/14/2009,75576,No Additional Comments
3079460047,3079460047,Residential,Not Reported,Salvage Yards,1967,12/14/2009,75574,No Additional Comments
4025990044,4025990044,Other (input),Not Reported,Other,1902,12/30/2009,44663,Parcel lies in roadway
4025990044,4025990044,Other (input),Not Reported,Other,1936,12/30/2009,44665,Parcel lies in roadway
4025990044,4025990044,Other (input),Not Reported,Other,1950,12/30/2009,44666,Parcel lies in roadway
4025990044,4025990044,Other (input),Not Reported,Other,1914,12/30/2009,44664,Parcel lies in roadway
4025990044,4025990044,Other (input),Not Reported,Other,1971,12/30/2009,44667,Parcel lies in roadway
3014600062,3014600062,Residential,Not Reported,Residential/dwelling,1965,12/12/2009,29810,No Additional Comments
4025990044,4025990044,Other (input),Not Reported,Other,1980,12/30/2009,44668,Parcel lies in roadway
4025990044,4025990044,Other (input),Not Reported,Other,1982,12/30/2009,44669,Parcel lies in roadway
3034200006,3034200006,Commercial,Not Reported,Store,1951,12/07/2009,35795,No Additional Comments
2032310350,2032310350,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1900,01/29/2010,39250,A portion of the parcel lies in waterway (Harlem River). Includes part of a small road.
2032310350,2032310350,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1914,01/29/2010,39251,A portion of the parcel lies in waterway (Harlem River). Includes part of a small road.
2032310350,2032310350,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1945,01/29/2010,39252,A portion of the parcel lies in waterway (Harlem River). Includes part of a small road.
2032310350,2032310350,Other (input),Not Reported,"Water features (pond, stream, or marsh)",1950,01/29/2010,39253,A portion of the parcel lies in waterway (Harlem River). Includes part of a small road.
2032310350,2032310350,Recreation,Not Reported,Other,1977,01/29/2010,39254,Playground on 'made land'. Includes part of a small road.
2032310350,2032310350,Recreation,Not Reported,Other,1979,01/29/2010,39255,Playground on 'made land'. Includes part of a small road.
2032310350,2032310350,Recreation,Not Reported,Other,1980,01/29/2010,39256,Playground on 'made land'. Includes part of a small road.
3014600062,3014600062,Residential,Not Reported,Residential/dwelling,1888,12/12/2009,29805,No Additional Comments
3014600062,3014600062,Residential,Not Reported,Residential/dwelling,1908,12/12/2009,29806,No Additional Comments
3014600062,3014600062,Residential,Not Reported,Residential/dwelling,1951,12/12/2009,29808,No Additional Comments
3014600062,3014600062,Residential,Not Reported,Residential/dwelling,1963,12/12/2009,29809,No Additional Comments
3014600062,3014600062,Unknown,Not Reported,No Features Visible,1980,12/12/2009,29811,No Additional Comments
3014600062,3014600062,Residential,Not Reported,Residential/dwelling,1932,12/12/2009,29807,No Additional Comments
2025650050,2025650050,Unknown,Not Reported,No Features Visible,1891,01/07/2010,37513,No Additional Comments
2025650050,2025650050,Residential,Not Reported,Residential/dwelling,1946,01/07/2010,37516,No Additional Comments
2025650050,2025650050,Residential,Not Reported,Residential/dwelling,1951,01/07/2010,37517,No Additional Comments
2025650050,2025650050,Residential,Not Reported,Residential/dwelling,1980,01/07/2010,37519,No Additional Comments
2025650050,2025650050,Residential,Not Reported,Residential/dwelling,1908,01/07/2010,37514,No Additional Comments
2025650050,2025650050,Residential,Not Reported,Residential/dwelling,1969,01/07/2010,37518,No Additional Comments
2025650050,2025650050,Residential,Not Reported,Residential/dwelling,1935,01/07/2010,37515,No Additional Comments
2025850062,2025850062,Other (input),Not Reported,Other,1935,01/24/2010,37620,Multiple auto houses associated with commercial warehouse.
2025850062,2025850062,Unknown,Not Reported,No Features Visible,1980,12/17/2009,37624,No Additional Comments
2025850062,2025850062,Unknown,Not Reported,No Features Visible,1891,12/17/2009,37618,No Additional Comments
2025850062,2025850062,Other (input),Not Reported,Other,1951,01/24/2010,37622,Multiple auto houses associated with commercial warehouse.
2025850062,2025850062,Unknown,Not Reported,No Features Visible,1951,12/17/2009,37622,No Additional Comments
3079460045,3079460045,Unknown,Not Reported,No Features Visible,1967,12/16/2009,75567,Parcel is too small to analyze accurately
2025850062,2025850062,Residential,Not Reported,Residential/dwelling,1908,12/17/2009,37619,No Additional Comments
4025990040,4025990040,Other (input),Not Reported,Other,1902,12/30/2009,44656,Parcel lies in roadway
4025990040,4025990040,Transportation,Not Reported,Railroad Station,1914,12/30/2009,44657,Long Island Railroad (LIRR) waiting room
4025990040,4025990040,Transportation,Not Reported,Railroad Yards,1950,12/30/2009,44659,Parcel lies in railway (LIRR)
4025990040,4025990040,Transportation,Not Reported,Railroad Yards,1971,12/30/2009,44660,Parcel lies in railway (LIRR)
4025990040,4025990040,Transportation,Not Reported,Railroad Yards,1980,12/30/2009,44661,Parcel lies in railway (LIRR)
4026710001,4026710001,Institutional,Not Reported,Building,1936,12/30/2009,44826,St. Saviour's Episcopal Church and school
4026710001,4026710001,Institutional,Not Reported,Building,1902,12/30/2009,44824,St. Saviour's Episcopal Church and school
4026710001,4026710001,Institutional,Not Reported,Building,1914,12/30/2009,44825,St. Saviour's Episcopal Church and school
4026710001,4026710001,Institutional,Not Reported,Building,1950,12/30/2009,44827,St. Saviour's Episcopal Church and school
3079460045,3079460045,Unknown,Not Reported,No Features Visible,1969,12/16/2009,75568,Parcel is too small to analyze accurately
4026710001,4026710001,Institutional,Not Reported,Building,1971,12/30/2009,44828,St. Saviour's Episcopal Church and school
4026710001,4026710001,Institutional,Not Reported,Building,1980,12/30/2009,44829,St. Saviour's Episcopal Church and school
4026710001,4026710001,Institutional,Not Reported,Building,1982,12/30/2009,44830,St. Saviour's Episcopal Church and school
2023630004,2023630004,Other (input),Not Reported,Other,1908,12/16/2009,36949,Parcel lays on roadway (Bergen Ave.)
2023630004,2023630004,Other (input),Not Reported,Other,1935,12/16/2009,36950,Parcel lays on roadway (Bergen Ave.)
3014650015,3014650015,Residential,Not Reported,Residential/dwelling,1965,12/12/2009,29845,No Additional Comments
2023630004,2023630004,Other (input),Not Reported,Other,1946,12/16/2009,36951,Parcel lays on roadway (Bergen Ave.)
2023630004,2023630004,Other (input),Not Reported,Other,1947,12/16/2009,36952,Parcel lays on roadway (Bergen Ave.)
2023630004,2023630004,Other (input),Not Reported,Other,1951,12/16/2009,36953,Parcel lays on roadway (Bergen Ave.)
2023630004,2023630004,Other (input),Not Reported,Other,1980,12/16/2009,36954,Parcel lays on roadway (Bergen Ave.)
2023630004,2023630004,Unknown,Not Reported,Building,1891,01/24/2010,36948,No Additional Comments
3079460045,3079460045,Unknown,Not Reported,No Features Visible,1928,12/16/2009,75565,Parcel is too small to analyze accurately
3079460045,3079460045,Unknown,Not Reported,No Features Visible,1977,12/16/2009,75569,Parcel is too small to analyze accurately
3079460045,3079460045,Unknown,Not Reported,No Features Visible,1980,12/16/2009,75570,Parcel is too small to analyze accurately
3079460045,3079460045,Unknown,Not Reported,No Features Visible,1950,12/16/2009,75566,Parcel is too small to analyze accurately
3014650059,3014650059,Unknown,Not Reported,No Features Visible,1888,12/12/2009,29875,No Additional Comments
3014650059,3014650059,Commercial,Not Reported,Store,1908,12/12/2009,29876,Multiple stores
3014650059,3014650059,Residential,Not Reported,Residential/dwelling,1932,12/12/2009,29877,No Additional Comments
3014650059,3014650059,Commercial,Not Reported,Store,1932,12/12/2009,29877,Four stores
3014650059,3014650059,Residential,Not Reported,Residential/dwelling,1951,12/12/2009,29878,No Additional Comments
3014650059,3014650059,Residential,Not Reported,Residential/dwelling,1963,12/12/2009,29879,No Additional Comments
3014650059,3014650059,Commercial,Not Reported,Store,1963,12/12/2009,29879,Four stores
3014650059,3014650059,Residential,Not Reported,Residential/dwelling,1965,12/12/2009,29880,Former stores are now vacant.
3014650015,3014650015,Unknown,Not Reported,No Features Visible,1980,12/12/2009,29846,No Additional Comments
3014650059,3014650059,Commercial,Not Reported,Store,1951,12/12/2009,29878,Four stores
3014650059,3014650059,Unknown,Not Reported,No Features Visible,1980,12/12/2009,29881,No Additional Comments
3034200005,3034200005,Unknown,Not Reported,No Features Visible,1888,12/07/2009,35785,No Additional Comments
3034200005,3034200005,Commercial,Not Reported,Store,1907,12/07/2009,35786,No Additional Comments
3034200005,3034200005,Commercial,Not Reported,Store,1932,12/07/2009,35787,No Additional Comments
3034200005,3034200005,Commercial,Not Reported,Store,1965,12/07/2009,35790,No Additional Comments
3034200005,3034200005,Vacant,Not Reported,Other,1965,01/07/2010,35790,Open
3034200005,3034200005,Vacant,Not Reported,Building,1980,01/07/2010,35791,Open
3034200005,3034200005,Commercial,Not Reported,Store,1951,12/07/2009,35788,No Additional Comments
3034200005,3034200005,Commercial,Not Reported,Store,1962,12/07/2009,35789,No Additional Comments
3014650015,3014650015,Residential,Not Reported,Residential/dwelling,1908,12/12/2009,29841,No Additional Comments
3014650015,3014650015,Residential,Not Reported,Residential/dwelling,1932,12/12/2009,29842,No Additional Comments
3014650015,3014650015,Residential,Not Reported,Residential/dwelling,1951,12/12/2009,29843,No Additional Comments
3014650015,3014650015,Residential,Not Reported,Residential/dwelling,1963,12/12/2009,29844,No Additional Comments
3014650015,3014650015,Unknown,Not Reported,No Features Visible,1888,12/12/2009,29840,No Additional Comments
3034200006,3034200006,Commercial,Not Reported,Store,1965,12/07/2009,35797,No Additional Comments
3034200006,3034200006,Unknown,Not Reported,No Features Visible,1980,12/07/2009,35798,No Additional Comments
3034200006,3034200006,Commercial,Not Reported,Store,1907,12/07/2009,35793,No Additional Comments
3034200006,3034200006,Commercial,Not Reported,Store,1962,12/07/2009,35796,No Additional Comments
3034200006,3034200006,Commercial,Not Reported,Store,1932,12/07/2009,35794,No Additional Comments
3034200006,3034200006,Unknown,Not Reported,No Features Visible,1888,12/07/2009,35792,No Additional Comments
3014650062,3014650062,Unknown,Not Reported,No Features Visible,1888,12/12/2009,29882,No Additional Comments
3014650062,3014650062,Residential,Not Reported,Residential/dwelling,1908,12/12/2009,29883,No Additional Comments
3014650062,3014650062,Commercial,Not Reported,Other,1951,12/12/2009,29885,Flat (denotes a delivery service).
3014650062,3014650062,Commercial,Not Reported,Other,1963,12/12/2009,29886,Flat (denotes a delivery service).
3014650062,3014650062,Vacant,Not Reported,Building,1965,12/12/2009,29887,No Additional Comments
3014650062,3014650062,Unknown,Not Reported,No Features Visible,1980,12/12/2009,29888,No Additional Comments
3014650062,3014650062,Commercial,Not Reported,Other,1932,12/12/2009,29884,Flat (denotes a delivery service).
3034200007,3034200007,Commercial,Not Reported,Store,1932,12/07/2009,35801,No Additional Comments
3034200007,3034200007,Residential,Not Reported,Residential/dwelling,1980,12/07/2009,35805,No Additional Comments
3034200007,3034200007,Commercial,Not Reported,Other,1980,12/07/2009,35805,No Additional Comments
3034200007,3034200007,Commercial,Not Reported,Store,1951,12/07/2009,35802,No Additional Comments
3034200007,3034200007,Commercial,Not Reported,Store,1962,12/07/2009,35803,No Additional Comments
3034200007,3034200007,Commercial,Not Reported,Store,1907,12/07/2009,35800,No Additional Comments
3034200007,3034200007,Commercial,Not Reported,Store,1965,12/07/2009,35804,No Additional Comments
3014650063,3014650063,Residential,Not Reported,Residential/dwelling,1908,12/12/2009,29890,No Additional Comments
3014650063,3014650063,Commercial,Not Reported,Other,1932,12/12/2009,29891,Flat (denotes a delivery service).
3014650063,3014650063,Commercial,Not Reported,Other,1951,12/12/2009,29892,Flat (denotes a delivery service).
3014650063,3014650063,Commercial,Not Reported,Other,1963,12/12/2009,29893,Flat (denotes a delivery service).
3014650063,3014650063,Unknown,Not Reported,No Features Visible,1980,12/12/2009,29895,No Additional Comments
3014650063,3014650063,Commercial,Not Reported,Other,1965,12/12/2009,29894,Flat (denotes a delivery service).
3014650063,3014650063,Unknown,Not Reported,No Features Visible,1888,12/12/2009,29889,No Additional Comments
3014650064,3014650064,Unknown,Not Reported,No Features Visible,1888,12/12/2009,29896,No Additional Comments
3014650064,3014650064,Residential,Not Reported,Residential/dwelling,1908,12/12/2009,29897,No Additional Comments
3014650064,3014650064,Commercial,Not Reported,Other,1932,12/12/2009,29898,Flat (denotes a delivery service).
3014650064,3014650064,Commercial,Not Reported,Other,1951,12/12/2009,29899,Flat (denotes a delivery service).
3014650064,3014650064,Commercial,Not Reported,Other,1963,12/12/2009,29900,Flat (denotes a delivery service).
3014650064,3014650064,Commercial,Not Reported,Other,1965,12/12/2009,29901,Flat (denotes a delivery service).
3014650064,3014650064,Unknown,Not Reported,No Features Visible,1980,12/12/2009,29902,No Additional Comments
2023770054,2023770054,Unknown,Not Reported,Building,1891,01/24/2010,37200,No Additional Comments
2023770054,2023770054,Commercial,Not Reported,Store,1908,12/17/2009,37201,No Additional Comments
2023770054,2023770054,Residential,Not Reported,Residential/dwelling,1908,12/17/2009,37201,No Additional Comments
2023770054,2023770054,Commercial,Not Reported,Store,1935,12/17/2009,37202,No Additional Comments
2023770054,2023770054,Residential,Not Reported,Residential/dwelling,1946,12/17/2009,37203,No Additional Comments
2023770054,2023770054,Residential,Not Reported,Residential/dwelling,1947,12/17/2009,37204,No Additional Comments
2023770054,2023770054,Commercial,Not Reported,Store,1947,12/17/2009,37204,No Additional Comments
2023770054,2023770054,Commercial,Not Reported,Store,1951,12/17/2009,37205,No Additional Comments
2023770054,2023770054,Residential,Not Reported,Residential/dwelling,1980,12/17/2009,37206,No Additional Comments
2023770054,2023770054,Commercial,Not Reported,Store,1946,12/17/2009,37203,No Additional Comments
2023770054,2023770054,Commercial,Not Reported,Store,1980,12/17/2009,37206,No Additional Comments
2023770054,2023770054,Residential,Not Reported,Residential/dwelling,1935,12/17/2009,37202,No Additional Comments
2023770054,2023770054,Residential,Not Reported,Residential/dwelling,1951,12/17/2009,37205,No Additional Comments
2028610025,2028610025,Residential,Not Reported,Residential/dwelling,1977,12/21/2009,38614,No Additional Comments
3034200008,3034200008,Commercial,Not Reported,Store,1932,12/07/2009,35808,No Additional Comments
2028610025,2028610025,Residential,Not Reported,Residential/dwelling,1981,12/21/2009,38618,No Additional Comments
2028610025,2028610025,Residential,Not Reported,Residential/dwelling,1980,12/21/2009,38617,No Additional Comments
2028610025,2028610025,Unknown,Not Reported,No Features Visible,1900,12/21/2009,38612,No Additional Comments
2028610025,2028610025,Residential,Not Reported,Residential/dwelling,1978,12/21/2009,38615,No Additional Comments
3034200008,3034200008,Commercial,Not Reported,Store,1907,12/07/2009,35807,No Additional Comments
2028610025,2028610025,Unknown,Not Reported,No Features Visible,1915,12/21/2009,38613,No Additional Comments
2028610025,2028610025,Residential,Not Reported,Residential/dwelling,1979,12/21/2009,38616,No Additional Comments
3014650014,3014650014,Unknown,Not Reported,No Features Visible,1888,12/12/2009,29833,No Additional Comments
3014650014,3014650014,Residential,Not Reported,Residential/dwelling,1932,12/12/2009,29835,No Additional Comments
3014650014,3014650014,Residential,Not Reported,Residential/dwelling,1951,12/12/2009,29836,No Additional Comments
3014650014,3014650014,Residential,Not Reported,Residential/dwelling,1965,12/12/2009,29838,No Additional Comments
3014650014,3014650014,Unknown,Not Reported,No Features Visible,1980,12/12/2009,29839,No Additional Comments
3014650014,3014650014,Residential,Not Reported,Residential/dwelling,1963,12/12/2009,29837,No Additional Comments
3014650014,3014650014,Residential,Not Reported,Residential/dwelling,1908,12/12/2009,29834,No Additional Comments
3034200008,3034200008,Commercial,Not Reported,Store,1962,12/07/2009,35810,No Additional Comments
3034200008,3034200008,Commercial,Not Reported,Store,1888,12/07/2009,35806,No Additional Comments
3034200008,3034200008,Commercial,Not Reported,Store,1951,12/07/2009,35809,No Additional Comments
3034200008,3034200008,Commercial,Not Reported,Store,1965,12/07/2009,35811,No Additional Comments
3034200008,3034200008,Unknown,Not Reported,No Features Visible,1980,12/07/2009,35812,No Additional Comments
4001190150,4001190150,Unknown,Not Reported,No Features Visible,1915,12/28/2009,43743,No Additional Comments
4001190150,4001190150,Unknown,Not Reported,No Features Visible,1898,12/28/2009,43742,No Additional Comments
4001190150,4001190150,Commercial,Not Reported,Other,1980,12/28/2009,43748,Contractor's Storage Yard
4001190150,4001190150,Commercial,Not Reported,Other,1970,12/28/2009,43747,Contractor's Storage Yard
4001190150,4001190150,Unknown,Not Reported,No Features Visible,1950,12/28/2009,43746,No Additional Comments
4001190150,4001190150,Unknown,Not Reported,No Features Visible,1936,12/28/2009,43744,No Additional Comments
4001190150,4001190150,Unknown,Not Reported,No Features Visible,1947,12/28/2009,43745,No Additional Comments
3014650065,3014650065,Commercial,Not Reported,Other,1951,12/12/2009,29906,Flat (denotes a delivery service).
3014650065,3014650065,Commercial,Not Reported,Other,1963,12/12/2009,29907,Flat (denotes a delivery service).
3014650065,3014650065,Commercial,Not Reported,Other,1932,12/12/2009,29905,Flat (denotes a delivery service).
3014650065,3014650065,Commercial,Not Reported,Other,1965,12/12/2009,29908,Flat (denotes a delivery service).
3014650065,3014650065,Residential,Not Reported,Residential/dwelling,1908,12/12/2009,29904,No Additional Comments
3014650065,3014650065,Unknown,Not Reported,No Features Visible,1888,12/12/2009,29903,No Additional Comments
3014650065,3014650065,Unknown,Not Reported,No Features Visible,1980,12/12/2009,29909,No Additional Comments
3014650066,3014650066,Residential,Not Reported,Residential/dwelling,1908,12/12/2009,29911,No Additional Comments
3014650066,3014650066,Commercial,Not Reported,Other,1932,12/12/2009,29912,Flat (denotes a delivery service).
3014650066,3014650066,Residential,Not Reported,Residential/dwelling,1963,12/12/2009,29914,No Additional Comments
3014650066,3014650066,Residential,Not Reported,Residential/dwelling,1965,12/12/2009,29915,No Additional Comments
3014650066,3014650066,Unknown,Not Reported,No Features Visible,1980,12/12/2009,29916,No Additional Comments
3014650066,3014650066,Residential,Not Reported,Residential/dwelling,1951,12/12/2009,29913,No Additional Comments
3014650009,3014650009,Unknown,Not Reported,No Features Visible,1888,12/12/2009,29917,No Additional Comments
3014650009,3014650009,Unknown,Not Reported,No Features Visible,1908,12/12/2009,29918,No Additional Comments
4025750026,4025750026,Not reported,Not Reported,Not reported,1936,03/13/2015,44614,
3014650009,3014650009,Residential,Not Reported,Residential/dwelling,1963,12/12/2009,29921,No Additional Comments
3014650009,3014650009,Residential,Not Reported,Residential/dwelling,1965,12/12/2009,29922,No Additional Comments
3014650009,3014650009,Unknown,Not Reported,No Features Visible,1980,12/12/2009,29923,No Additional Comments
3014650009,3014650009,Residential,Not Reported,Residential/dwelling,1951,12/12/2009,29920,No Additional Comments
3014650009,3014650009,Residential,Not Reported,Residential/dwelling,1932,12/12/2009,29919,No Additional Comments
2023770060,2023770060,Unknown,Not Reported,Building,1891,01/24/2010,37207,No Additional Comments
2023770060,2023770060,Residential,Not Reported,Residential/dwelling,1908,12/17/2009,37208,No Additional Comments
2023770060,2023770060,Residential,Not Reported,Residential/dwelling,1935,12/17/2009,37209,No Additional Comments
2023770060,2023770060,Commercial,Not Reported,Store,1946,12/17/2009,37210,No Additional Comments
2023770060,2023770060,Residential,Not Reported,Residential/dwelling,1951,12/17/2009,37212,No Additional Comments
3014640080,3014640080,Commercial,Service Station,Gasoline Tank,1951,12/12/2009,29829,Four gasoline tanks.
2023770060,2023770060,Commercial,Not Reported,Store,1951,12/17/2009,37212,No Additional Comments
2023770060,2023770060,Commercial,Not Reported,Store,1908,12/17/2009,37208,No Additional Comments
2023770060,2023770060,Commercial,Not Reported,Store,1947,12/17/2009,37211,No Additional Comments
2023770060,2023770060,Commercial,Not Reported,Store,1980,12/17/2009,37213,No Additional Comments
2023770060,2023770060,Commercial,Not Reported,Store,1935,12/17/2009,37209,No Additional Comments
2025640072,2025640072,Manufacturing,Manufacturing,Factory,1891,12/17/2009,37506,Piano Factory  - Decker & Son
2023770060,2023770060,Residential,Not Reported,Residential/dwelling,1947,12/17/2009,37211,No Additional Comments
2023770060,2023770060,Residential,Not Reported,Residential/dwelling,1946,12/17/2009,37210,No Additional Comments
2023770060,2023770060,Residential,Not Reported,Residential/dwelling,1980,12/17/2009,37213,No Additional Comments
2028610031,2028610031,Unknown,Not Reported,No Features Visible,1915,12/21/2009,38627,No Additional Comments
2028610031,2028610031,Commercial,Not Reported,Other,1978,12/21/2009,38630,Used auto sales
2028610031,2028610031,Commercial,Not Reported,Other,1980,12/21/2009,38632,Used auto sales
2028610031,2028610031,Unknown,Not Reported,No Features Visible,1900,12/21/2009,38626,No Additional Comments
2028610031,2028610031,Commercial,Not Reported,Store,1950,12/21/2009,38628,No Additional Comments
2028610031,2028610031,Commercial,Not Reported,Other,1977,12/21/2009,38629,Used auto sales
2028610031,2028610031,Commercial,Not Reported,Other,1979,12/21/2009,38631,Used auto sales
3014640080,3014640080,Commercial,Service Station,Gasoline Tank,1963,12/12/2009,29830,Four gasoline tanks.
2028610031,2028610031,Residential,Not Reported,Residential/dwelling,1950,12/21/2009,38628,No Additional Comments
2028610030,2028610030,Unknown,Not Reported,No Features Visible,1915,12/21/2009,38620,No Additional Comments
2028610030,2028610030,Commercial,Not Reported,Other,1977,12/21/2009,38622,Use auto sales
2028610030,2028610030,Commercial,Not Reported,Other,1978,12/21/2009,38623,Used auto sales
2028610030,2028610030,Commercial,Not Reported,Store,1950,12/21/2009,38621,No Additional Comments
2028610030,2028610030,Residential,Not Reported,Residential/dwelling,1950,12/21/2009,38621,No Additional Comments
2028610030,2028610030,Commercial,Not Reported,Other,1979,12/21/2009,38624,Use auto sales
2028610030,2028610030,Commercial,Not Reported,Other,1980,12/21/2009,38625,Used auto sales
2028610030,2028610030,Unknown,Not Reported,No Features Visible,1900,12/21/2009,38619,No Additional Comments
4022830043,4022830043,Other (input),Not Reported,Other,1982,01/14/2010,44132,A portion of the parcel lies in roadway.
4022830043,4022830043,Commercial,Service Station,Gasoline Tank,1986,01/14/2010,44133,6 gasoline tanks.
4022830043,4022830043,Other (input),Not Reported,Other,1914,01/14/2010,44128,A portion of the parcel lies in roadway.
4022830043,4022830043,Commercial,Service Station,Gasoline Tank,1932,01/14/2010,44129,6 gasoline tanks.
4022830043,4022830043,Commercial,Not Reported,Other,1932,01/14/2010,44129,Auto laundry
4022830043,4022830043,Commercial,Service Station,Gasoline Tank,1951,01/14/2010,44130,6 gasoline tanks.
4022830043,4022830043,Commercial,Not Reported,Other,1951,01/14/2010,44130,Auto laundry
4022830043,4022830043,Commercial,Not Reported,Other,1986,01/14/2010,44133,Auto laundry
4022830043,4022830043,Other (input),Not Reported,Other,1986,01/14/2010,44133,A portion of the parcel lies in roadway.
4022830043,4022830043,Commercial,Service Station,Gasoline Tank,1981,01/14/2010,44131,6 gasoline tanks.
4022830043,4022830043,Commercial,Not Reported,Other,1981,01/14/2010,44131,Auto laundry
4022830043,4022830043,Commercial,Not Reported,Other,1982,01/14/2010,44132,Auto laundry
4022830043,4022830043,Commercial,Service Station,Gasoline Tank,1982,01/14/2010,44132,6 gasoline tanks.
4022830043,4022830043,Unknown,Not Reported,No Features Visible,1902,01/14/2010,44127,No Additional Comments
2023610025,2023610025,Other (input),Not Reported,Other,1951,12/16/2009,36932,Parcel lays on roadway (E. 152nd St.)
2023610025,2023610025,Other (input),Not Reported,Other,1980,12/16/2009,36933,Parcel lays on roadway (E. 152nd St.)
